m/z	retention time	p-value	statistic
866.59534	15.202053	2.0	1000.0
888.6139	14.700073	2.0	1000.0
839.57886	12.711945	2.0	1000.0
610.31067	8.193046	2.0	1000.0
645.2491	15.286039	2.0	1000.0
764.99994	13.893041	2.0	1000.0
688.255	13.708985	2.0	1000.0
942.6214	13.24606	2.0	1000.0
761.54816	13.196919	2.0	1000.0
341.36523	10.675957	2.0	1000.0
773.58673	15.250978	2.0	1000.0
427.1404	12.261076	2.0	1000.0
810.5308	12.880972	2.0	1000.0
747.534	12.524939	2.0	1000.0
368.11813	13.457024	2.0	1000.0
998.6699	14.041993	2.0	1000.0
736.3659	7.6919537	2.0	1000.0
492.1971	13.696915	2.0	1000.0
472.20212	13.009912	2.0	1000.0
362.06317	9.142047	2.0	1000.0
494.18613	13.660046	2.0	1000.0
907.6436	13.639049	2.0	1000.0
877.63165	14.142062	2.0	1000.0
552.2427	14.367063	2.0	1000.0
752.4145	14.3809595	2.0	1000.0
1172.6919	14.768043	2.0	1000.0
409.3654	14.045931	2.0	1000.0
822.5285	14.097059	2.0	1000.0
1056.7224	12.36294	2.0	1000.0
1014.65765	14.068952	2.0	1000.0
644.2853	13.652945	2.0	1000.0
690.2481	13.48196	2.0	1000.0
822.52484	14.099088	2.0	1000.0
254.20955	6.4929786	2.0	1000.0
187.06361	3.7199786	2.0	1000.0
436.14258	9.414024	2.0	1000.0
250.09436	11.195962	2.0	1000.0
432.3422	13.700065	2.0	1000.0
446.33948	15.633904	2.0	1000.0
414.24554	4.8330073	2.0	1000.0
814.613	15.480964	2.0	1000.0
255.08763	7.4179807	2.0	1000.0
184.08685	9.402996	2.0	1000.0
434.12213	6.1589937	2.0	1000.0
188.10506	6.0200152	2.0	1000.0
362.13068	6.132018	2.0	1000.0
428.36502	15.8009	2.0	1000.0
636.4842	13.746061	2.0	1000.0
674.4151	14.458985	2.0	1000.0
556.23694	11.2280245	2.0	1000.0
187.15656	5.5259647	2.0	1000.0
328.0704	8.469994	2.0	1000.0
452.1366	7.3269653	2.0	1000.0
540.2437	11.924955	2.0	1000.0
651.1292	9.646976	2.0	1000.0
219.06264	7.322018	2.0	1000.0
240.18987	6.5739794	2.0	1000.0
413.32822	7.650941	2.0	1000.0
553.24023	7.8000345	2.0	1000.0
924.4318	14.995086	2.0	1000.0
530.40045	16.193956	2.0	1000.0
621.50934	15.413061	2.0	1000.0
608.4204	12.831045	2.0	1000.0
203.06583	7.2910123	2.0	1000.0
201.11494	5.5170197	2.0	1000.0
232.1184	2.8079915	2.0	1000.0
250.05301	10.153985	0.03	2.1775608803004722
425.0694	6.438979	2.0	1000.0
409.46423	13.582024	2.0	1000.0
413.36533	14.337923	2.0	1000.0
951.5459	9.775928	2.0	1000.0
270.2326	10.190955	2.0	1000.0
239.98878	8.696009	2.0	1000.0
156.11496	9.678028	2.0	1000.0
699.1216	10.1059675	2.0	1000.0
844.58765	14.907101	2.0	1000.0
717.1172	10.520017	2.0	1000.0
628.3656	15.372046	2.0	1000.0
491.39694	15.630953	2.0	1000.0
667.2305	15.056056	2.0	1000.0
296.0512	12.335967	2.0	1000.0
337.05347	6.545967	2.0	1000.0
235.10542	6.1640043	2.0	1000.0
339.3499	10.579059	2.0	1000.0
301.91025	8.696993	2.0	1000.0
569.21027	7.8620434	2.0	1000.0
494.25974	16.055065	2.0	1000.0
274.02484	7.466017	2.0	1000.0
298.16574	4.3169994	2.0	1000.0
699.4688	10.903974	2.0	1000.0
428.3653	15.778927	2.0	1000.0
534.1848	15.028928	2.0	1000.0
436.16513	8.356977	2.0	1000.0
714.0872	10.115047	2.0	1000.0
1130.7598	15.220091	2.0	1000.0
627.3471	8.740018	2.0	1000.0
238.0814	5.7260103	2.0	1000.0
511.16946	6.2859635	2.0	1000.0
839.6314	14.868062	2.0	1000.0
322.1772	13.007949	2.0	1000.0
717.117	9.65498	2.0	1000.0
295.20486	4.349012	2.0	1000.0
1123.3992	10.074033	2.0	1000.0
689.59375	14.087924	2.0	1000.0
385.33432	15.116091	2.0	1000.0
668.4821	15.849083	2.0	1000.0
319.0703	9.652992	2.0	1000.0
881.4582	6.5419927	2.0	1000.0
682.3103	10.8080635	2.0	1000.0
738.5807	13.079067	2.0	1000.0
278.17194	5.819015	2.0	1000.0
719.11505	10.506981	2.0	1000.0
657.285	15.958986	2.0	1000.0
645.24866	15.0570345	2.0	1000.0
174.13945	9.020997	2.0	1000.0
97.96826	6.162033	2.0	1000.0
470.35522	14.994044	2.0	1000.0
447.72507	3.9909897	2.0	1000.0
336.21707	12.380977	2.0	1000.0
749.8062	1.0560021	2.0	1000.0
606.2794	8.375	2.0	1000.0
771.4362	14.092906	2.0	1000.0
428.36517	15.778927	2.0	1000.0
525.77637	3.6560051	2.0	1000.0
847.6201	13.508923	2.0	1000.0
569.2867	10.789029	2.0	1000.0
844.5161	12.762066	2.0	1000.0
647.1347	10.467953	2.0	1000.0
788.2704	8.689956	2.0	1000.0
168.07993	5.042987	0.03	2.1775608803004722
605.82446	5.2719784	2.0	1000.0
750.7954	7.489991	2.0	1000.0
883.6576	14.703028	2.0	1000.0
932.6385	14.513061	2.0	1000.0
134.02054	9.405964	2.0	1000.0
963.68097	15.806055	2.0	1000.0
386.14948	13.535044	2.0	1000.0
348.14514	10.279967	2.0	1000.0
292.1534	9.435045	2.0	1000.0
461.72498	5.9960194	2.0	1000.0
767.8421	4.7040052	2.0	1000.0
441.3155	10.141067	2.0	1000.0
549.2819	4.790019	2.0	1000.0
795.6048	15.109958	2.0	1000.0
428.3652	15.769031	2.0	1000.0
371.31866	16.916014	2.0	1000.0
660.28937	9.58794	2.0	1000.0
868.47394	13.75	2.0	1000.0
171.19846	8.229003	2.0	1000.0
266.9874	4.9289746	2.0	1000.0
534.0271	7.280025	2.0	1000.0
900.30426	10.274946	2.0	1000.0
343.199	10.556014	2.0	1000.0
539.3202	15.991097	2.0	1000.0
567.21875	8.321018	2.0	1000.0
623.3872	16.328037	2.0	1000.0
237.05272	6.160965	2.0	1000.0
670.3227	6.3640122	2.0	1000.0
767.8424	4.9820056	2.0	1000.0
1156.681	14.097059	2.0	1000.0
534.1176	8.553003	2.0	1000.0
1055.2345	9.071984	2.0	1000.0
756.39075	3.7209778	2.0	1000.0
346.10083	11.200035	2.0	1000.0
561.2444	8.20702	2.0	1000.0
502.2306	9.777004	2.0	1000.0
503.25632	5.209979	2.0	1000.0
610.31055	8.07201	2.0	1000.0
683.0911	11.027971	2.0	1000.0
1123.6213	1.1059974	2.0	1000.0
490.16403	11.198073	2.0	1000.0
357.972	12.336946	2.0	1000.0
151.0547	10.169959	2.0	1000.0
554.23444	5.9960194	2.0	1000.0
760.8078	0.88599455	2.0	1000.0
602.17224	15.032102	2.0	1000.0
1054.7328	16.455053	2.0	1000.0
533.1137	8.548022	2.0	1000.0
740.1232	9.291993	2.0	1000.0
414.27966	11.490069	2.0	1000.0
442.19058	13.673941	2.0	1000.0
392.28845	16.102028	2.0	1000.0
529.2878	7.6140127	2.0	1000.0
685.08923	11.286005	2.0	1000.0
1142.7013	14.664038	2.0	1000.0
836.54645	13.536027	2.0	1000.0
639.3275	7.0019693	2.0	1000.0
659.15906	9.204052	2.0	1000.0
1056.7125	15.747046	2.0	1000.0
660.3901	13.257947	2.0	1000.0
968.6605	15.810044	2.0	1000.0
677.3519	6.1999693	2.0	1000.0
385.33432	15.107936	2.0	1000.0
992.4431	9.418959	2.0	1000.0
352.0893	9.53706	2.0	1000.0
383.37274	13.272959	2.0	1000.0
768.34314	4.702982	2.0	1000.0
1100.7395	15.71494	2.0	1000.0
1007.7317	15.777935	2.0	1000.0
1140.8584	13.327039	2.0	1000.0
569.4499	14.0350485	2.0	1000.0
535.15753	14.661036	2.0	1000.0
657.22516	8.666015	2.0	1000.0
719.1152	9.634963	2.0	1000.0
608.1696	11.201035	2.0	1000.0
390.04358	5.914002	2.0	1000.0
663.5275	15.868068	2.0	1000.0
768.3444	4.9809766	2.0	1000.0
290.00037	5.318026	2.0	1000.0
685.0893	10.274946	2.0	1000.0
685.09	10.8969755	2.0	1000.0
268.0388	10.168958	2.0	1000.0
346.09933	6.1699834	2.0	1000.0
655.9101	12.772959	2.0	1000.0
718.8479	5.034989	2.0	1000.0
1144.7651	15.684055	2.0	1000.0
647.32916	8.424011	2.0	1000.0
573.14215	10.937989	2.0	1000.0
482.1721	15.033083	2.0	1000.0
191.95146	6.4560366	2.0	1000.0
540.258	9.917978	2.0	1000.0
764.32764	7.389956	2.0	1000.0
357.3033	15.006937	2.0	1000.0
182.03796	7.3180504	2.0	1000.0
639.2477	7.434031	2.0	1000.0
1088.6039	13.659066	2.0	1000.0
286.10434	7.302982	2.0	1000.0
646.9361	15.600069	2.0	1000.0
624.92224	15.630953	2.0	1000.0
847.6229	14.644036	2.0	1000.0
396.09827	11.520997	2.0	1000.0
756.39075	4.343012	2.0	1000.0
333.0566	7.3139772	2.0	1000.0
623.961	10.848011	2.0	1000.0
201.04181	4.422012	2.0	1000.0
645.24866	15.054079	2.0	1000.0
430.29056	11.626964	2.0	1000.0
602.9093	15.657105	2.0	1000.0
881.3186	10.8969755	2.0	1000.0
212.13988	8.186024	2.0	1000.0
491.3967	15.619047	2.0	1000.0
650.37946	16.791994	2.0	1000.0
396.2743	11.996057	2.0	1000.0
780.49164	14.594108	2.0	1000.0
265.29147	9.6230345	2.0	1000.0
117.02966	8.54396	2.0	1000.0
668.48315	15.859961	2.0	1000.0
221.14185	4.614012	2.0	1000.0
200.10425	5.9460287	2.0	1000.0
1188.7935	15.651949	2.0	1000.0
486.86456	0.873995	2.0	1000.0
714.08655	10.084971	2.0	1000.0
356.04977	10.170943	2.0	1000.0
148.97067	4.2120056	2.0	1000.0
773.2854	9.112992	2.0	1000.0
451.10083	7.3279457	2.0	1000.0
354.32382	12.562989	2.0	1000.0
623.3869	16.329073	2.0	1000.0
954.5532	9.774948	2.0	1000.0
389.08643	7.319031	2.0	1000.0
331.2867	15.16306	2.0	1000.0
206.17735	13.319941	2.0	1000.0
1176.6561	13.615095	2.0	1000.0
415.4174	15.750978	2.0	1000.0
580.8964	15.684055	2.0	1000.0
949.6894	13.849087	2.0	1000.0
503.80136	10.851041	2.0	1000.0
267.25507	8.719021	2.0	1000.0
683.091	10.868024	2.0	1000.0
610.3111	8.071025	2.0	1000.0
830.2345	7.6110334	2.0	1000.0
1156.6815	14.097059	2.0	1000.0
339.01678	8.544967	2.0	1000.0
1082.329	14.212924	2.0	1000.0
295.28726	15.31495	2.0	1000.0
351.06845	7.154037	2.0	1000.0
970.5682	14.684056	2.0	1000.0
668.9485	15.571898	2.0	1000.0
414.99423	10.863944	2.0	1000.0
821.47424	16.749022	2.0	1000.0
514.1077	9.400929	2.0	1000.0
571.26086	12.925926	2.0	1000.0
413.07922	7.3290396	2.0	1000.0
334.07983	7.1720533	2.0	1000.0
663.23206	8.743975	2.0	1000.0
942.5909	10.021976	2.0	1000.0
1139.8099	15.689952	2.0	1000.0
495.1572	6.5879617	2.0	1000.0
319.28604	8.735028	2.0	1000.0
289.102	8.816947	2.0	1000.0
248.07866	10.592951	2.0	1000.0
698.2802	6.132018	2.0	1000.0
430.28995	11.941933	2.0	1000.0
465.23218	4.362033	2.0	1000.0
565.3945	12.869028	2.0	1000.0
668.3202	7.4270015	2.0	1000.0
676.35864	12.93307	2.0	1000.0
331.25674	11.204061	2.0	1000.0
563.1561	4.3520246	2.0	1000.0
558.2532	11.132973	2.0	1000.0
660.47644	14.985941	2.0	1000.0
456.10938	7.3290396	2.0	1000.0
857.7171	6.0359664	2.0	1000.0
685.49695	14.129916	2.0	1000.0
685.3995	13.522958	2.0	1000.0
451.51083	13.589955	2.0	1000.0
602.34143	8.806966	2.0	1000.0
570.2819	13.7830715	2.0	1000.0
343.24286	5.8930054	2.0	1000.0
647.13904	9.962938	2.0	1000.0
369.17932	9.831042	2.0	1000.0
335.3166	13.617056	2.0	1000.0
270.23248	10.189954	2.0	1000.0
376.04886	8.544967	2.0	1000.0
222.05647	13.091934	2.0	1000.0
397.2952	15.890038	2.0	1000.0
933.6574	13.973041	2.0	1000.0
497.34808	14.316926	2.0	1000.0
779.014	15.424921	2.0	1000.0
498.10086	9.402011	2.0	1000.0
385.33395	15.04893	2.0	1000.0
537.77783	4.6609898	2.0	1000.0
613.2869	12.013035	2.0	1000.0
400.2777	3.98499	2.0	1000.0
962.56006	13.266078	2.0	1000.0
558.88354	15.716912	2.0	1000.0
314.3293	7.625	2.0	1000.0
329.31955	10.8670225	2.0	1000.0
319.06998	9.960974	2.0	1000.0
497.2874	15.851044	2.0	1000.0
694.5397	13.748038	2.0	1000.0
603.2018	14.823113	2.0	1000.0
308.17084	12.333985	2.0	1000.0
1102.7367	16.902962	2.0	1000.0
567.21814	7.3620443	2.0	1000.0
712.83997	0.92800295	2.0	1000.0
307.28656	14.687011	2.0	1000.0
757.00085	15.442965	2.0	1000.0
766.4476	13.196919	2.0	1000.0
481.72733	6.219976	2.0	1000.0
306.15668	12.207024	2.0	1000.0
641.4717	14.154917	2.0	1000.0
494.12976	9.047033	2.0	1000.0
830.0331	7.6100454	2.0	1000.0
273.09027	11.09096	2.0	1000.0
1114.7559	15.317965	2.0	1000.0
343.0237	10.158025	2.0	1000.0
641.2474	7.435043	2.0	1000.0
630.25824	10.043958	2.0	1000.0
644.30756	6.732968	2.0	1000.0
542.1169	10.153985	2.0	1000.0
627.491	14.766082	2.0	1000.0
1172.6764	16.768011	2.0	1000.0
601.3659	7.636975	2.0	1000.0
429.30685	9.044964	2.0	1000.0
514.38684	7.850041	2.0	1000.0
1156.682	14.098042	2.0	1000.0
774.2874	9.112992	2.0	1000.0
989.0799	12.703012	2.0	1000.0
673.46075	11.973022	2.0	1000.0
497.18942	5.547034	2.0	1000.0
609.4196	12.824073	2.0	1000.0
1142.6987	14.664038	2.0	1000.0
723.44244	7.44502	2.0	1000.0
947.55554	14.149934	2.0	1000.0
940.51556	12.790031	2.0	1000.0
537.2462	8.981974	2.0	1000.0
977.72	16.143028	2.0	1000.0
500.34866	12.701051	2.0	1000.0
884.44714	13.729982	2.0	1000.0
1125.6052	16.39302	2.0	1000.0
617.37714	8.573021	2.0	1000.0
605.8245	5.2709966	2.0	1000.0
567.387	12.867049	2.0	1000.0
704.29175	14.340928	2.0	1000.0
410.16605	14.187989	2.0	1000.0
308.05795	11.200035	2.0	1000.0
691.2628	9.737979	2.0	1000.0
979.5251	10.0479965	2.0	1000.0
954.6466	15.145997	2.0	1000.0
699.1244	10.113956	2.0	1000.0
582.18414	8.319023	2.0	1000.0
1037.7921	7.6100454	2.0	1000.0
421.17444	7.7690306	2.0	1000.0
537.15643	14.661036	2.0	1000.0
397.4275	12.895018	2.0	1000.0
497.27454	14.869043	2.0	1000.0
554.3902	10.027	2.0	1000.0
913.3491	9.6269655	2.0	1000.0
587.32263	11.548961	2.0	1000.0
783.0542	14.431051	2.0	1000.0
338.27878	15.073116	2.0	1000.0
332.19757	11.351042	2.0	1000.0
951.5411	10.020017	2.0	1000.0
794.4481	14.920929	2.0	1000.0
690.2501	5.034989	2.0	1000.0
713.16254	9.287059	2.0	1000.0
605.32275	5.2490177	2.0	1000.0
840.3848	14.321909	2.0	1000.0
754.30176	10.957023	2.0	1000.0
431.11127	10.394033	2.0	1000.0
686.4711	14.379916	2.0	1000.0
984.59265	16.560022	2.0	1000.0
364.31796	12.193968	2.0	1000.0
570.1582	7.3169565	2.0	1000.0
1072.7281	16.638046	2.0	1000.0
1016.5257	13.700065	2.0	1000.0
807.5541	11.027971	2.0	1000.0
637.31165	9.596005	2.0	1000.0
802.27606	8.073007	2.0	1000.0
162.1385	8.187011	2.0	1000.0
354.06265	13.091934	2.0	1000.0
1049.7554	13.972057	2.0	1000.0
1034.7235	16.181046	2.0	1000.0
669.4585	14.433074	2.0	1000.0
1156.6808	14.096064	2.0	1000.0
654.22455	10.285008	2.0	1000.0
619.43085	11.609987	2.0	1000.0
286.22757	8.896976	2.0	1000.0
500.78445	12.767059	2.0	1000.0
273.17685	8.253961	2.0	1000.0
725.42426	14.321909	2.0	1000.0
1044.6238	14.400912	2.0	1000.0
397.42767	12.75492	2.0	1000.0
1067.6389	12.720067	2.0	1000.0
446.11115	13.872045	2.0	1000.0
768.42566	12.958007	2.0	1000.0
758.27875	8.407989	2.0	1000.0
664.4227	14.373038	2.0	1000.0
455.2237	14.166993	2.0	1000.0
535.15704	14.740106	2.0	1000.0
552.81604	13.633922	2.0	1000.0
544.81055	12.721051	2.0	1000.0
736.4345	8.558052	2.0	1000.0
708.43964	13.584969	2.0	1000.0
540.3292	8.4489975	2.0	1000.0
405.28568	7.977036	2.0	1000.0
944.66187	15.371064	2.0	1000.0
833.6071	13.541015	2.0	1000.0
247.17966	7.4680142	2.0	1000.0
769.6687	13.498038	2.0	1000.0
588.8368	12.676908	2.0	1000.0
984.54156	12.766076	2.0	1000.0
1172.6558	14.097059	2.0	1000.0
460.0592	13.236951	2.0	1000.0
716.40216	14.576066	2.0	1000.0
588.29736	9.440959	2.0	1000.0
987.9666	14.140036	2.0	1000.0
540.1311	14.3829365	2.0	1000.0
516.2989	10.79003	2.0	1000.0
318.3051	12.729982	2.0	1000.0
586.36053	12.675929	2.0	1000.0
564.11017	10.167978	2.0	1000.0
386.07925	9.600051	2.0	1000.0
523.1834	9.461955	2.0	1000.0
844.5862	14.910055	2.0	1000.0
270.23026	10.188974	2.0	1000.0
317.27057	8.32498	2.0	1000.0
870.54755	14.256943	2.0	1000.0
285.26685	10.849077	2.0	1000.0
988.46826	14.140036	2.0	1000.0
389.34875	11.312011	2.0	1000.0
395.44818	13.470076	2.0	1000.0
266.15775	7.498032	2.0	1000.0
737.3815	14.56005	2.0	1000.0
1095.6543	10.840962	2.0	1000.0
538.2649	5.1350083	2.0	1000.0
200.04726	10.275926	2.0	1000.0
684.8945	13.520018	2.0	1000.0
500.0787	13.873038	2.0	1000.0
669.53955	15.332025	2.0	1000.0
415.41794	15.727038	2.0	1000.0
353.2372	10.285994	2.0	1000.0
661.9545	13.213976	2.0	1000.0
710.4872	14.378938	2.0	1000.0
954.6446	14.094104	2.0	1000.0
1028.5673	12.742047	2.0	1000.0
622.3	12.854982	2.0	1000.0
714.08734	10.110005	2.0	1000.0
766.42664	13.659066	2.0	1000.0
968.5305	10.854983	2.0	1000.0
1072.5939	12.720067	2.0	1000.0
478.7717	12.790031	2.0	1000.0
677.1761	14.1030245	2.0	1000.0
256.21982	8.424011	2.0	1000.0
567.1949	9.340007	2.0	1000.0
1158.6935	13.96397	2.0	1000.0
850.38995	10.13901	2.0	1000.0
762.3343	12.90493	2.0	1000.0
388.07812	10.181009	2.0	1000.0
563.2425	14.099088	2.0	1000.0
668.38007	15.066924	2.0	1000.0
648.3217	15.853017	2.0	1000.0
946.5466	14.150912	2.0	1000.0
340.34464	16.564978	2.0	1000.0
478.77213	12.790031	2.0	1000.0
602.3573	14.092906	2.0	1000.0
684.8946	13.51804	2.0	1000.0
342.0365	9.542979	2.0	1000.0
1127.7744	13.316929	2.0	1000.0
839.6314	14.869043	2.0	1000.0
1160.6451	12.678074	2.0	1000.0
1155.6908	12.675929	2.0	1000.0
162.13905	8.142042	2.0	1000.0
759.55536	13.766079	2.0	1000.0
543.1106	10.152984	2.0	1000.0
977.721	16.146013	2.0	1000.0
627.34796	8.737021	2.0	1000.0
642.28485	15.577055	2.0	1000.0
803.501	15.040032	2.0	1000.0
651.1304	9.659019	2.0	1000.0
341.365	10.687011	2.0	1000.0
385.33444	15.033083	2.0	1000.0
320.31784	12.375979	2.0	1000.0
733.42316	13.08996	2.0	1000.0
343.10385	10.188974	2.0	1000.0
465.40067	15.087922	2.0	1000.0
535.1578	14.661036	2.0	1000.0
861.8175	0.8770058	2.0	1000.0
635.3425	12.633932	2.0	1000.0
877.6314	13.217916	2.0	1000.0
341.3654	11.461947	2.0	1000.0
1152.6797	14.009901	2.0	1000.0
283.28748	14.9780245	2.0	1000.0
223.06482	8.334973	2.0	1000.0
1114.7748	16.652956	2.0	1000.0
532.1851	14.180067	2.0	1000.0
849.6173	12.862934	2.0	1000.0
676.8886	12.664034	2.0	1000.0
860.51715	8.469994	2.0	1000.0
384.15027	12.732941	2.0	1000.0
912.46387	12.875979	2.0	1000.0
339.35004	10.859995	2.0	1000.0
958.60767	14.220083	2.0	1000.0
783.0538	14.429073	2.0	1000.0
758.2783	8.486018	2.0	1000.0
882.5893	13.233922	2.0	1000.0
680.3196	5.5480146	2.0	1000.0
728.9701	13.150915	2.0	1000.0
698.9015	12.5730915	2.0	1000.0
839.6315	14.8720455	2.0	1000.0
611.2597	15.443942	2.0	1000.0
917.59393	13.777944	2.0	1000.0
1044.5405	12.742047	2.0	1000.0
465.30804	8.555983	2.0	1000.0
188.01414	5.044997	2.0	1000.0
266.15463	12.003943	2.0	1000.0
515.2903	7.808047	2.0	1000.0
188.01295	5.044997	2.0	1000.0
230.06085	7.4770355	2.0	1000.0
449.31366	9.778992	2.0	1000.0
156.04211	6.4599757	2.0	1000.0
242.09372	9.673002	2.0	1000.0
499.29514	8.800009	2.0	1000.0
368.16525	8.079045	2.0	1000.0
188.10403	6.2309723	2.0	1000.0
358.2505	14.712923	2.0	1000.0
90.03186	1.0159968	2.0	1000.0
210.12506	7.3249664	2.0	1000.0
118.0631	3.494012	2.0	1000.0
168.02834	0.8229985	2.0	1000.0
312.17578	12.958985	2.0	1000.0
292.0908	0.81600255	2.0	1000.0
408.286	9.62598	2.0	1000.0
216.03989	0.8089975	2.0	1000.0
258.11002	8.545952	2.0	1000.0
252.03938	6.4560366	2.0	1000.0
173.99805	3.7170155	2.0	1000.0
130.06277	4.389999	2.0	1000.0
90.03182	1.0199963	2.0	1000.0
516.31006	10.472021	2.0	1000.0
146.02164	0.8680034	2.0	1000.0
278.15182	12.191932	2.0	1000.0
312.17563	13.453019	2.0	1000.0
448.21255	15.079072	2.0	1000.0
312.1754	13.59606	2.0	1000.0
213.00935	4.20701	2.0	1000.0
209.10475	11.3349695	2.0	1000.0
370.18085	8.555983	2.0	1000.0
272.23462	14.145018	0.03	2.1775608803004722
382.1808	15.684055	2.0	1000.0
90.03188	1.0119963	2.0	1000.0
264.11038	4.5069957	2.0	1000.0
476.2441	16.14699	2.0	1000.0
427.9742	9.363973	2.0	1000.0
520.2298	10.945967	2.0	1000.0
112.05248	6.4580073	2.0	1000.0
508.23022	10.068993	2.0	1000.0
380.1651	14.995086	2.0	1000.0
130.06287	4.031988	2.0	1000.0
264.11014	4.4099994	2.0	1000.0
384.1962	16.767033	2.0	1000.0
298.18085	13.208985	2.0	1000.0
422.23294	15.318943	2.0	1000.0
360.1601	15.100068	2.0	1000.0
356.16492	15.558076	2.0	1000.0
166.98573	7.5900373	2.0	1000.0
625.3448	8.532991	2.0	1000.0
316.17136	11.981963	2.0	1000.0
254.08943	11.622039	2.0	1000.0
214.02963	6.8369703	2.0	1000.0
294.183	10.032039	2.0	1000.0
316.17093	12.212929	2.0	1000.0
529.26825	7.7739725	2.0	1000.0
380.16516	15.006937	2.0	1000.0
300.266	15.173929	2.0	1000.0
251.15189	13.469097	2.0	1000.0
381.07568	11.480966	2.0	1000.0
370.18082	7.2609878	2.0	1000.0
213.09988	10.878947	2.0	1000.0
354.14932	14.792975	2.0	1000.0
316.1704	12.214969	2.0	1000.0
294.186	15.315943	2.0	1000.0
179.05803	4.454	2.0	1000.0
398.21252	8.353024	2.0	1000.0
529.2699	8.454047	2.0	1000.0
446.3393	15.325078	2.0	1000.0
126.06799	5.0459876	2.0	1000.0
146.02138	0.8649971	2.0	1000.0
513.2751	9.34199	2.0	1000.0
258.08466	12.36294	0.03	2.1775608803004722
276.11816	3.4949956	2.0	1000.0
781.7981	0.8670028	2.0	1000.0
398.0101	5.0439687	2.0	1000.0
88.01645	0.8519967	2.0	1000.0
316.1706	11.922975	2.0	1000.0
529.2693	7.368958	2.0	1000.0
369.90186	10.647961	2.0	1000.0
449.3134	10.023962	2.0	1000.0
188.014	5.626973	2.0	1000.0
300.26624	15.496065	2.0	1000.0
385.9176	10.641068	2.0	1000.0
392.2916	11.496055	2.0	1000.0
370.01508	4.8889947	2.0	1000.0
289.02933	9.780956	2.0	1000.0
90.03206	1.0199963	2.0	1000.0
268.13083	10.206042	2.0	1000.0
101.94062	15.55188	2.0	1000.0
246.05598	6.397967	2.0	1000.0
476.24408	16.138056	2.0	1000.0
130.06303	4.3879666	2.0	1000.0
354.14935	14.891082	2.0	1000.0
258.2195	13.51804	2.0	1000.0
244.20357	12.800927	0.03	2.1775608803004722
370.18124	8.295954	2.0	1000.0
404.16504	14.855964	2.0	1000.0
449.3126	8.589034	2.0	1000.0
380.16516	15.051885	2.0	1000.0
210.0862	6.2309723	2.0	1000.0
569.77966	0.9049989	2.0	1000.0
310.08157	9.664025	2.0	1000.0
101.94071	15.0	2.0	1000.0
499.93594	12.347043	2.0	1000.0
264.10248	7.3249664	2.0	1000.0
370.18082	16.115116	2.0	1000.0
159.06783	5.747007	2.0	1000.0
204.00883	4.7690225	2.0	1000.0
477.28482	11.931029	2.0	1000.0
378.1494	14.433074	2.0	1000.0
130.06302	4.3840127	2.0	1000.0
292.07617	9.667978	2.0	1000.0
527.7691	2.5260007	2.0	1000.0
230.18762	11.9669485	2.0	1000.0
499.2946	8.846994	2.0	1000.0
294.18256	10.865061	2.0	1000.0
647.43335	15.684055	2.0	1000.0
170.05754	6.1850395	2.0	1000.0
216.17207	11.05095	2.0	1000.0
188.14102	9.141061	2.0	1000.0
200.0141	5.8390307	2.0	1000.0
332.18256	8.134012	2.0	1000.0
146.02174	0.8649971	2.0	1000.0
160.10896	6.1850395	2.0	1000.0
527.2703	6.0	2.0	1000.0
595.4024	15.55188	2.0	1000.0
179.05795	4.452987	2.0	1000.0
189.9933	3.30799	2.0	1000.0
529.27026	8.527026	2.0	1000.0
188.014	5.596989	2.0	1000.0
446.33707	15.532105	2.0	1000.0
228.11104	6.400953	2.0	1000.0
227.0246	5.741964	2.0	1000.0
274.10452	5.7360168	2.0	1000.0
661.413	14.997046	2.0	1000.0
388.16284	14.165031	2.0	1000.0
310.18027	13.3660755	2.0	1000.0
399.85666	2.5279982	2.0	1000.0
366.15936	7.478023	2.0	1000.0
440.2042	7.4760256	2.0	1000.0
90.03183	0.8789982	2.0	1000.0
346.1445	14.611938	2.0	1000.0
157.03725	6.5429826	2.0	1000.0
510.24564	8.528012	2.0	1000.0
230.15125	8.66798	2.0	1000.0
435.31027	14.6279545	0.03	2.1775608803004722
326.19125	15.693943	2.0	1000.0
386.2637	13.458985	2.0	1000.0
272.23477	14.522958	2.0	1000.0
298.25037	15.045929	0.03	2.1775608803004722
272.96112	6.2419624	2.0	1000.0
286.2506	14.692968	2.0	1000.0
356.16464	15.421968	2.0	1000.0
250.01393	5.0380096	2.0	1000.0
330.24008	12.283056	2.0	1000.0
334.11584	12.860958	2.0	1000.0
500.31604	12.994029	2.0	1000.0
130.063	4.0920177	2.0	1000.0
264.1567	6.779036	2.0	1000.0
382.18002	15.733921	2.0	1000.0
264.02948	6.065981	2.0	1000.0
204.00867	4.763997	2.0	1000.0
284.08908	5.2250123	2.0	1000.0
308.16455	11.748036	2.0	1000.0
243.18301	8.145997	2.0	1000.0
173.99832	3.7170155	2.0	1000.0
204.08932	3.7249832	2.0	1000.0
212.14084	10.561026	2.0	1000.0
581.2727	16.19096	2.0	1000.0
581.27264	16.339937	2.0	1000.0
398.17593	15.040032	2.0	1000.0
216.13562	7.8930206	2.0	1000.0
202.1201	7.0830073	2.0	1000.0
353.09283	7.1979985	2.0	1000.0
417.38016	12.702034	2.0	1000.0
508.2296	11.096029	2.0	1000.0
220.16713	10.113956	0.03	2.1775608803004722
